group	cutoff	label	percent
cs_N	0.9	[0, 0.9)	0.5728440935129278
cs_N	0.99	[0.9, 0.99)	2.638179284718997
cs_N	1.01	[0.99, 1]	96.78897662176807
rs_N	0.9	[0, 0.9)	0.5728440935129278
rs_N	0.99	[0.9, 0.99)	2.638179284718997
rs_N	1.01	[0.99, 1]	96.78897662176807
cs_T	0.9	[0, 0.9)	0.5635547298343397
cs_T	0.99	[0.9, 0.99)	2.5545750116117043
cs_T	1.01	[0.99, 1]	96.88187025855396
rs_T	0.9	[0, 0.9)	0.5635547298343397
rs_T	0.99	[0.9, 0.99)	2.5545750116117043
rs_T	1.01	[0.99, 1]	96.88187025855396
