x	y	mean_x	mean_y	log2FC	gene
scdrs_N	scdrs_T	0.006666667	0.005	-0.4150376	1_3481113_3487246
scdrs_N	scdrs_T	0.016666668	0.011666667	-0.51457316	1_3487627_3489920
scdrs_N	scdrs_T	0.0	0.0	0.0	1_3611495_3623190
scdrs_N	scdrs_T	0.0	0.0	0.0	1_3624743_3625002
scdrs_N	scdrs_T	0.05	0.06333333	0.34103692	1_3630127_3630767
scdrs_N	scdrs_T	0.018333333	0.028333334	0.6280313	1_3736201_3746460
scdrs_N	scdrs_T	0.005	0.008333334	0.73696566	1_3771645_3772761
scdrs_N	scdrs_T	0.0	0.0	0.0	1_3775982_3778558
scdrs_N	scdrs_T	0.006666667	0.02	1.5849624	1_3796504_3812081
scdrs_N	scdrs_T	0.0	0.0	0.0	1_3857214_3857267
scdrs_N	scdrs_T	0.005	0.0016666667	-1.5849625	1_3885429_3889125
scdrs_N	scdrs_T	0.0	0.0	0.0	1_3900293_3900372
scdrs_N	scdrs_T	0.0	0.0	0.0	1_3917225_3940565
scdrs_N	scdrs_T	0.0	0.0	0.0	1_3955262_3976133
scdrs_N	scdrs_T	0.0	0.0	0.0	1_4012699_4012921
scdrs_N	scdrs_T	0.005	0.006666667	0.41503757	1_4019508_4412027
scdrs_N	scdrs_T	0.0	0.0	0.0	1_4424689_4479131
scdrs_N	scdrs_T	0.0	0.0	0.0	1_4484375_4551735
scdrs_N	scdrs_T	0.0	0.0	0.0	1_4552145_4571481
scdrs_N	scdrs_T	0.0	0.0	0.0	1_4594009_4654732
scdrs_N	scdrs_T	0.005	0.008333334	0.73696566	1_4792534_4963954
scdrs_N	scdrs_T	0.0	0.0	0.0	1_4973298_4973381
scdrs_N	scdrs_T	0.0	0.0	0.0	1_4981568_5086459
scdrs_N	scdrs_T	0.0033333334	0.0033333334	0.0	1_5090899_5301928
scdrs_N	scdrs_T	0.0	0.005	inf	1_5307394_5478736
scdrs_N	scdrs_T	0.0	0.0	0.0	1_5494674_5561709
scdrs_N	scdrs_T	0.005	0.0033333334	-0.5849624	1_5668295_5862811
scdrs_N	scdrs_T	0.0	0.005	inf	1_6101193_6101793
scdrs_N	scdrs_T	0.0	0.0	0.0	1_6180123_6181269
scdrs_N	scdrs_T	0.005	0.0	-inf	1_6235972_6236240
