group	feature	mean	var	cv	zero_prop
scdrs_N	1_19923617_19975431	0.01	0.013233336	11.503624	0.9916666666666667
scdrs_N	1_19980416_20028179	0.006666667	0.006622183	12.206519	0.9933333333333333
scdrs_N	1_20091190_20111939	0.0016666667	0.001663908	24.474613	0.9983333333333333
scdrs_N	1_20119566_20139326	0.0016666667	0.0016639051	24.474594	0.9983333333333333
scdrs_N	1_20150386_20154338	0.005	0.004975028	14.106776	0.995
scdrs_N	1_20160568_20161253	0.0	0.0	0.0	1.0
scdrs_N	1_20177424_20184242	0.0	0.0	0.0	1.0
scdrs_N	1_20196048_20243095	0.006666667	0.00995556	14.966632	0.995
scdrs_N	1_20244655_20272018	0.0	0.0	0.0	1.0
scdrs_N	1_20275005_20290919	0.0	0.0	0.0	1.0
scdrs_N	1_20354894_20360579	0.0	0.0	0.0	1.0
scdrs_N	1_20431234_20476222	0.006666667	0.0066221985	12.206534	0.9933333333333333
scdrs_N	1_20480397_20482391	0.018333333	0.017997043	7.3174396	0.9816666666666667
scdrs_N	1_20486220_20499448	0.011666667	0.0115305325	9.204027	0.9883333333333333
scdrs_N	1_20508161_20552439	0.01	0.009900004	9.949877	0.99
scdrs_N	1_20555010_20588948	0.0	0.0	0.0	1.0
scdrs_N	1_20618908_20633455	0.008333334	0.008263913	10.908728	0.9916666666666667
scdrs_N	1_20661544_20664014	0.01	0.009899967	9.949858	0.99
scdrs_N	1_20718017_20719732	0.006666667	0.0066221864	12.206523	0.9933333333333333
scdrs_N	1_20732837_20732880	0.0	0.0	0.0	1.0
scdrs_N	1_20733952_20742661	0.011666667	0.011530498	9.204014	0.9883333333333333
scdrs_N	1_20787323_20806292	0.008333334	0.008263911	10.908726	0.9916666666666667
scdrs_N	1_21176888_21217247	0.01	0.0099000605	9.949904	0.99
scdrs_N	1_21345504_21415898	0.011666667	0.018197315	11.562636	0.9916666666666667
scdrs_N	1_21417492_21440128	0.13833334	0.14919627	2.792236	0.8766666666666667
scdrs_N	1_21485005_21509372	0.011666667	0.011530463	9.2039995	0.9883333333333333
scdrs_N	1_21578412_21586472	0.005	0.004975016	14.10676	0.995
