x	y	mean_x	mean_y	log2FC	gene
scdrs_N	scdrs_T	1.22	1.1833333	-0.044024687	1_16739938_16972979
scdrs_N	scdrs_T	0.061666667	0.055	-0.16505924	1_16974502_17011928
scdrs_N	scdrs_T	0.79	0.82	0.05377114	1_17018722_17054170
scdrs_N	scdrs_T	0.013333334	0.016666668	0.32192808	1_17066761_17119435
scdrs_N	scdrs_T	0.0	0.0	0.0	1_17189783_17201733
scdrs_N	scdrs_T	0.0033333334	0.005	0.5849624	1_17205126_17246005
scdrs_N	scdrs_T	0.0	0.005	inf	1_17249098_17284233
scdrs_N	scdrs_T	0.02	0.035	0.8073549	1_17308195_17364004
scdrs_N	scdrs_T	0.006666667	0.006666667	0.0	1_17372196_17401699
scdrs_N	scdrs_T	0.07333333	0.09166667	0.32192823	1_17406760_17439724
scdrs_N	scdrs_T	0.70166665	0.6066667	-0.20988174	1_17539835_17697874
scdrs_N	scdrs_T	0.0	0.0	0.0	1_17717687_17749978
scdrs_N	scdrs_T	0.0	0.0	0.0	1_17755313_17827063
scdrs_N	scdrs_T	0.0	0.0	0.0	1_18015712_18045612
scdrs_N	scdrs_T	0.0	0.0	0.0	1_18065657_18074412
scdrs_N	scdrs_T	0.008333334	0.006666667	-0.32192817	1_18107746_18378483
scdrs_N	scdrs_T	0.0	0.0	0.0	1_18385829_18388514
scdrs_N	scdrs_T	0.023333333	0.023333333	0.0	1_18480982_18486126
scdrs_N	scdrs_T	0.0	0.0	0.0	1_18631006_18748866
scdrs_N	scdrs_T	1.3766667	1.3416667	-0.037152965	1_18839599_18956686
scdrs_N	scdrs_T	0.365	0.37666667	0.0453919	1_19074506_19210276
scdrs_N	scdrs_T	0.23833333	0.24833333	0.059297256	1_19210501_19260128
scdrs_N	scdrs_T	0.9316667	0.83666664	-0.15516095	1_19282558_19289250
scdrs_N	scdrs_T	0.30666667	0.30333334	-0.015767312	1_19303965_19312146
scdrs_N	scdrs_T	0.065	0.08	0.29956034	1_19312326_19329300
scdrs_N	scdrs_T	0.6066667	0.56333333	-0.10691524	1_19338776_19485539
scdrs_N	scdrs_T	0.006666667	0.006666667	0.0	1_19591802_19596832
scdrs_N	scdrs_T	0.69166666	0.715	0.047866277	1_19596977_19658456
scdrs_N	scdrs_T	0.0016666667	0.005	1.5849624	1_19665287_19679562
scdrs_N	scdrs_T	0.083333336	0.096666664	0.21412477	1_19682213_19799945
scdrs_N	scdrs_T	0.0	0.0	0.0	1_19814029_19819502
scdrs_N	scdrs_T	0.015	0.008333334	-0.84799683	1_19882513_19912945
scdrs_N	scdrs_T	0.0	0.0	0.0	1_19920009_19923617
scdrs_N	scdrs_T	0.40833333	0.365	-0.16185085	1_19975431_19980416
scdrs_N	scdrs_T	0.053333335	0.08	0.5849624	1_20028179_20091190
scdrs_N	scdrs_T	0.0016666667	0.0033333334	1.0	1_20111939_20119566
scdrs_N	scdrs_T	0.0	0.0	0.0	1_20139326_20150386
scdrs_N	scdrs_T	0.016666668	0.01	-0.73696566	1_20154338_20160568
scdrs_N	scdrs_T	0.0	0.0	0.0	1_20161253_20177424
scdrs_N	scdrs_T	0.07	0.08	0.192645	1_20184242_20196048
scdrs_N	scdrs_T	0.0	0.0	0.0	1_20243095_20244655
scdrs_N	scdrs_T	0.0	0.0	0.0	1_20272018_20275005
scdrs_N	scdrs_T	0.0	0.0	0.0	1_20290919_20354894
scdrs_N	scdrs_T	0.0033333334	0.0	-inf	1_20360579_20431234
scdrs_N	scdrs_T	0.008333334	0.013333334	0.67807186	1_20476222_20480397
scdrs_N	scdrs_T	0.47	0.43666667	-0.106128305	1_20482391_20486220
scdrs_N	scdrs_T	0.093333334	0.08833333	-0.07943452	1_20499448_20508161
scdrs_N	scdrs_T	0.0016666667	0.015	3.169925	1_20552439_20555010
scdrs_N	scdrs_T	0.35833332	0.35166666	-0.02709364	1_20588948_20618908
scdrs_N	scdrs_T	0.98833334	0.8883333	-0.15389657	1_20633455_20661544
scdrs_N	scdrs_T	0.036666665	0.031666666	-0.2115041	1_20664014_20718017
scdrs_N	scdrs_T	0.0033333334	0.005	0.5849624	1_20719732_20732837
scdrs_N	scdrs_T	0.0016666667	0.0016666667	0.0	1_20732880_20733952
scdrs_N	scdrs_T	0.45666668	0.44833332	-0.026569758	1_20742661_20787323
scdrs_N	scdrs_T	0.27	0.31	0.1993087	1_20806292_21176888
scdrs_N	scdrs_T	0.23	0.235	0.031026887	1_21217247_21345504
scdrs_N	scdrs_T	0.0033333334	0.005	0.5849624	1_21415898_21417492
scdrs_N	scdrs_T	0.038333334	0.038333334	0.0	1_21440128_21485005
scdrs_N	scdrs_T	0.39666668	0.38666666	-0.036836855	1_21509372_21578412
scdrs_N	scdrs_T	0.0033333334	0.005	0.5849624	1_21586472_21591187
scdrs_N	scdrs_T	0.043333333	0.036666665	-0.24100819	1_21596215_21669363
scdrs_N	scdrs_T	0.15166667	0.13833334	-0.1327552	1_21678298_21783606
scdrs_N	scdrs_T	0.62333333	0.5783333	-0.10810266	1_21812265_21937297
scdrs_N	scdrs_T	0.005	0.0016666667	-1.5849625	1_21977021_21998642
scdrs_N	scdrs_T	0.0	0.0	0.0	1_22001656_22012539
scdrs_N	scdrs_T	0.0	0.0	0.0	1_22023990_22026048
scdrs_N	scdrs_T	0.54833335	0.59833336	0.1258963	1_22052627_22092946
scdrs_N	scdrs_T	0.005	0.0033333334	-0.5849624	1_22100613_22101360
scdrs_N	scdrs_T	0.02	0.018333333	-0.12553094	1_22117305_22143969
scdrs_N	scdrs_T	0.021666666	0.026666667	0.29956034	1_22451851_22531157
