group	feature	mean	var	cv	zero_prop
scdrs_N	10_43194535_43266919	0.008333334	0.008263919	10.908731	0.9916666666666667
scdrs_N	10_43323665_43327932	0.0	0.0	0.0	1.0
scdrs_N	10_43371642_43376335	0.013333334	0.013155605	8.602341	0.9866666666666667
scdrs_N	10_43385617_43409166	0.63	0.7364361	1.3621565	0.565
scdrs_N	10_43420738_43422100	0.006666667	0.0066221748	12.2065115	0.9933333333333333
scdrs_N	10_43436841_43483179	0.045	0.05630852	5.2732034	0.9616666666666667
scdrs_N	10_43556344_43574618	0.028333334	0.027530698	5.856133	0.9716666666666667
scdrs_N	10_43606407_43617903	0.008333334	0.008263887	10.90871	0.9916666666666667
scdrs_N	10_43628817_43674703	0.14833333	0.13966419	2.5194387	0.8583333333333333
scdrs_N	10_43777562_43778825	0.006666667	0.006622145	12.206484	0.9933333333333333
scdrs_N	10_43845306_43850622	0.0	0.0	0.0	1.0
scdrs_N	10_43859411_43895433	0.0	0.0	0.0	1.0
scdrs_N	10_43901365_43912326	0.0	0.0	0.0	1.0
scdrs_N	10_43912444_43914236	0.0	0.0	0.0	1.0
scdrs_N	10_43939003_43944466	0.0	0.0	0.0	1.0
scdrs_N	10_44259602_44261813	0.0	0.0	0.0	1.0
scdrs_N	10_44282926_44294649	0.016666668	0.016388897	7.681147	0.9833333333333333
scdrs_N	10_44370165_44386493	2.4933333	4.796622	0.87838995	0.165
scdrs_N	10_44591208_44602104	0.0	0.0	0.0	1.0
scdrs_N	10_44811024_44995891	0.38833332	0.48753163	1.7980293	0.71
scdrs_N	10_44997698_45005326	0.11333334	0.12382268	3.104863	0.8983333333333333
scdrs_N	10_45164228_45181427	0.0	0.0	0.0	1.0
scdrs_N	10_45302298_45315608	0.006666667	0.006622204	12.206538	0.9933333333333333
scdrs_N	10_45374176_45453121	0.046666667	0.047822505	4.6860766	0.955
scdrs_N	10_45454585_45594906	0.086666666	0.09248893	3.5090759	0.92
scdrs_N	10_45615501_45672780	0.068333335	0.0703304	3.8809578	0.935
scdrs_N	10_45727200_45792961	0.14666666	0.15849058	2.7143779	0.8666666666666667
scdrs_N	10_45825594_45853875	0.14	0.1504	2.7701027	0.8733333333333333
scdrs_N	10_45972449_46003734	0.21	0.22589953	2.2632806	0.8183333333333334
scdrs_N	10_46005088_46030714	1.07	1.2884339	1.0608336	0.39
scdrs_N	10_46033307_46046269	0.011666667	0.011530509	9.204018	0.9883333333333333
scdrs_N	10_46286345_46330207	0.005	0.0049750158	14.106758	0.995
scdrs_N	10_46375627_46391784	0.015	0.014775025	8.103504	0.985
scdrs_N	10_46398362_46453306	0.035	0.037108343	5.5038643	0.9666666666666667
scdrs_N	10_46461099_46465881	0.008333334	0.008263932	10.908739	0.9916666666666667
scdrs_N	10_46549044_46555530	0.01	0.009899952	9.94985	0.99
scdrs_N	10_46578217_46612154	0.225	0.23437662	2.151665	0.8
scdrs_N	10_46632387_46635472	0.21166667	0.23352928	2.2830646	0.8183333333333334
scdrs_N	10_46911396_47002488	0.006666667	0.0099554835	14.966575	0.995
scdrs_N	10_47300386_47313547	0.0	0.0	0.0	1.0
scdrs_N	10_47322490_47326270	0.008333334	0.008263885	10.908709	0.9916666666666667
scdrs_N	10_47348371_47357875	0.0	0.0	0.0	1.0
scdrs_N	10_47365496_47384273	0.0	0.0	0.0	1.0
scdrs_N	10_47460162_47484158	0.02	0.01959999	6.9999986	0.98
scdrs_N	10_47487219_47491693	0.0	0.0	0.0	1.0
scdrs_N	10_47496212_47523638	0.14666666	0.13848954	2.5373309	0.86
scdrs_N	10_47588681_47599830	0.033333335	0.035555586	5.6568565	0.9683333333333334
scdrs_N	10_47750864_47763592	0.02	0.019599792	6.999963	0.98
scdrs_N	10_47908064_47991850	0.036666665	0.038655724	5.3621073	0.965
scdrs_N	10_47995355_47999791	0.006666667	0.006622202	12.206537	0.9933333333333333
scdrs_N	10_48153088_48274870	0.005	0.004975017	14.106761	0.995
scdrs_N	10_48306639_48439360	0.25333333	0.2724892	2.060546	0.7833333333333333
scdrs_N	10_48446034_48656265	0.005	0.004975006	14.106745	0.995
scdrs_N	10_48664199_48672424	0.0	0.0	0.0	1.0
scdrs_N	10_48684876_48982956	0.025	0.027708126	6.6583033	0.9766666666666667
scdrs_N	10_48984564_49115509	0.031666666	0.033997152	5.8226266	0.97
scdrs_N	10_49121839_49151547	0.0	0.0	0.0	1.0
scdrs_N	10_49154725_49188585	0.048333332	0.055997297	4.895948	0.9566666666666667
scdrs_N	10_49296112_49299018	0.0	0.0	0.0	1.0
scdrs_N	10_49299193_49327487	0.0	0.0	0.0	1.0
scdrs_N	10_49364181_49396016	0.0	0.0	0.0	1.0
scdrs_N	10_49419277_49539538	0.095	0.09597524	3.2610393	0.91
scdrs_N	10_49609095_49665104	0.0	0.0	0.0	1.0
scdrs_N	10_49679651_49710261	0.0	0.0	0.0	1.0
scdrs_N	10_49734643_49762379	0.82666665	1.0332835	1.2296437	0.47
scdrs_N	10_49818279_49982053	0.39333335	0.46862197	1.7404059	0.695
scdrs_N	10_49982190_50010499	0.20333333	0.2153214	2.2821019	0.8216666666666667
scdrs_N	10_50067888_50133506	0.15166667	0.16533053	2.6809356	0.8666666666666667
scdrs_N	10_50182778_50248610	0.016666668	0.016388888	7.681145	0.9833333333333333
scdrs_N	10_50305586_50641451	0.39666668	0.48599127	1.7574724	0.6983333333333334
scdrs_N	10_50739318_50885675	1.68	2.0175996	0.8454895	0.21666666666666667
scdrs_N	10_50964270_50965220	0.0	0.0	0.0	1.0
scdrs_N	10_50990891_52314128	0.36666667	0.43222183	1.7930067	0.7133333333333334
scdrs_N	10_52314296_52318042	0.0	0.0	0.0	1.0
scdrs_N	10_52450874_52470533	0.0	0.0	0.0	1.0
scdrs_N	10_52556702_52755409	0.008333334	0.008263899	10.908718	0.9916666666666667
scdrs_N	10_52765380_52771700	0.96166664	1.2035289	1.1407847	0.43333333333333335
scdrs_N	10_52973488_52975815	0.0016666667	0.0016639112	24.474638	0.9983333333333333
scdrs_N	10_53291072_53311065	0.0	0.0	0.0	1.0
scdrs_N	10_53802771_55627942	0.061666667	0.061197553	4.01159	0.94
scdrs_N	10_56357228_56361275	0.005	0.004975011	14.106752	0.995
scdrs_N	10_58191517_58267934	0.05666667	0.056789216	4.20538	0.945
scdrs_N	10_58269058_58289586	0.22	0.22160044	2.1397479	0.8016666666666666
scdrs_N	10_58304553_58305621	0.0016666667	0.001663895	24.474518	0.9983333333333333
scdrs_N	10_58325614_58327030	0.008333334	0.00826393	10.908738	0.9916666666666667
scdrs_N	10_58334975_58370753	0.046666667	0.04448913	4.5198097	0.9533333333333334
scdrs_N	10_58385022_58399221	0.11833333	0.13433039	3.097277	0.8966666666666666
scdrs_N	10_58513140_58831437	0.17166667	0.21219806	2.6833959	0.8566666666666667
scdrs_N	10_58999626_59001543	1.025	1.3110363	1.1170781	0.4066666666666667
scdrs_N	10_59176590_59363181	0.06	0.05973321	4.073396	0.9416666666666667
scdrs_N	10_59578467_59650345	0.0	0.0	0.0	1.0
scdrs_N	10_59650761_59736002	0.035	0.05044153	6.4169116	0.9716666666666667
scdrs_N	10_59736692_59756041	0.0	0.0	0.0	1.0
scdrs_N	10_59788763_59906656	0.07666667	0.08412253	3.7831154	0.93
scdrs_N	10_59955430_59960913	0.0	0.0	0.0	1.0
scdrs_N	10_60026298_60733490	0.23833333	0.24153134	2.0620632	0.7866666666666666
scdrs_N	10_60734342_60741828	0.0	0.0	0.0	1.0
scdrs_N	10_60778331_60794852	0.0016666667	0.001663894	24.474512	0.9983333333333333
scdrs_N	10_60869438_61001440	0.108333334	0.119930916	3.1967118	0.9033333333333333
scdrs_N	10_61016275_61026420	0.0	0.0	0.0	1.0
scdrs_N	10_61406643_61481956	0.05666667	0.056789372	4.205386	0.945
scdrs_N	10_61662961_61766766	0.0	0.0	0.0	1.0
scdrs_N	10_61781745_61821246	0.0	0.0	0.0	1.0
scdrs_N	10_61901300_62096944	0.16333333	0.20332286	2.7606943	0.8616666666666667
scdrs_N	10_62183035_62268707	0.016666668	0.01638898	7.6811666	0.9833333333333333
scdrs_N	10_62289521_62304033	0.006666667	0.0066221626	12.2065	0.9933333333333333
scdrs_N	10_62374192_62672011	0.011666667	0.011530456	9.203997	0.9883333333333333
scdrs_N	10_62793562_62808483	0.06666667	0.06555532	3.840566	0.935
scdrs_N	10_62811996_62919900	0.14166667	0.15826456	2.808175	0.875
scdrs_N	10_63123938_63125537	0.0	0.0	0.0	1.0
scdrs_N	10_63133247_63155031	0.20833333	0.19493134	2.1192493	0.8066666666666666
scdrs_N	10_63167221_63625123	0.81166667	0.9628648	1.2089406	0.47
scdrs_N	10_63664664_63990568	0.57	0.59510046	1.3533818	0.575
scdrs_N	10_64036345_64037280	0.0	0.0	0.0	1.0
scdrs_N	10_64901136_64924518	0.0033333334	0.0033222109	17.291586	0.9966666666666667
scdrs_N	10_65123667_65141185	0.0	0.0	0.0	1.0
scdrs_N	10_65313785_65314970	0.0	0.0	0.0	1.0
scdrs_N	10_65570338_65768835	0.25166667	0.27499843	2.0837202	0.7866666666666666
scdrs_N	10_65912518_67696169	0.44833332	0.48066303	1.546391	0.6516666666666666
scdrs_N	10_67796665_67838166	0.185	0.20077524	2.4220512	0.835
scdrs_N	10_67849525_67850746	0.005	0.0049750092	14.10675	0.995
scdrs_N	10_67884669_67918390	0.13333334	0.14888833	2.8939536	0.8816666666666667
scdrs_N	10_67921899_68075348	0.27166668	0.29119724	1.9863569	0.765
scdrs_N	10_68106117_68212017	0.02	0.022933178	7.571852	0.9816666666666667
scdrs_N	10_68230624_68232103	0.026666667	0.02595558	6.041526	0.9733333333333334
scdrs_N	10_68233251_68242379	0.038333334	0.040197022	5.2302246	0.9633333333333334
scdrs_N	10_68282660_68407294	1.62	2.1656022	0.90839416	0.25
scdrs_N	10_68414064_68472121	0.035	0.037108418	5.50387	0.9666666666666667
scdrs_N	10_68477999_68527474	0.24666667	0.25249	2.0370967	0.7833333333333333
scdrs_N	10_68560656_68694482	0.093333334	0.09462284	3.2958028	0.9116666666666666
scdrs_N	10_68721012_68792377	0.28833333	0.3251961	1.9777793	0.7616666666666667
scdrs_N	10_68827541_68895432	0.026666667	0.025955724	6.0415425	0.9733333333333334
scdrs_N	10_68901278_68946847	0.083333336	0.079721734	3.3882043	0.9183333333333333
scdrs_N	10_68956128_68985073	0.195	0.19364168	2.256653	0.8216666666666667
scdrs_N	10_68988721_69043544	0.06666667	0.06555538	3.8405678	0.935
scdrs_N	10_69088106_69104811	1.205	1.5663123	1.038609	0.3516666666666667
scdrs_N	10_69123512_69172861	0.13	0.14309931	2.9098823	0.885
scdrs_N	10_69180232_69209099	0.096666664	0.11398974	3.4926586	0.9166666666666666
scdrs_N	10_69215333_69268148	0.036666665	0.035322394	5.1257057	0.9633333333333334
scdrs_N	10_69269984_69401884	0.07	0.075100675	3.914929	0.935
scdrs_N	10_69403903_69416867	0.005	0.004975009	14.10675	0.995
scdrs_N	10_69451473_69507669	0.013333334	0.013155596	8.602339	0.9866666666666667
scdrs_N	10_69571698_69573238	0.0	0.0	0.0	1.0
scdrs_N	10_69575807_69577154	0.0	0.0	0.0	1.0
scdrs_N	10_69630251_69633599	0.008333334	0.008263927	10.908736	0.9916666666666667
scdrs_N	10_69684899_69692452	0.0	0.0	0.0	1.0
scdrs_N	10_69801867_69964275	0.013333334	0.013155621	8.602346	0.9866666666666667
scdrs_N	10_69994626_70007836	0.0	0.0	0.0	1.0
scdrs_N	10_70052796_70132934	0.26	0.32239875	2.1838527	0.7883333333333333
scdrs_N	10_70137981_70146676	0.06	0.06306655	4.185509	0.9433333333333334
scdrs_N	10_70147289_70170523	0.415	0.41610864	1.5543731	0.66
scdrs_N	10_70202830_70233911	0.435	0.48244274	1.5967379	0.6633333333333333
scdrs_N	10_70247329_70283676	0.0016666667	0.0016638974	24.474539	0.9983333333333333
scdrs_N	10_70298970_70382650	0.10333333	0.1059886	3.1505702	0.9033333333333333
scdrs_N	10_70404379_70428618	0.47	0.48909995	1.4879932	0.635
scdrs_N	10_70432315_70447951	0.01	0.009900004	9.949877	0.99
scdrs_N	10_70478821_70568449	0.018333333	0.017997192	7.3174706	0.9816666666666667
scdrs_N	10_70597348_70602775	0.07333333	0.09128951	4.120112	0.9366666666666666
scdrs_N	10_70672803_70762441	0.0016666667	0.0016639053	24.474596	0.9983333333333333
scdrs_N	10_70771239_70785401	0.0	0.0	0.0	1.0
scdrs_N	10_70815961_70881173	0.185	0.2007752	2.4220512	0.8366666666666667
scdrs_N	10_70882280_70888784	0.72333336	0.81679046	1.2494441	0.5
scdrs_N	10_70927055_71077810	0.0	0.0	0.0	1.0
scdrs_N	10_71212570_71302864	0.033333335	0.035555672	5.656863	0.9683333333333334
scdrs_N	10_71319258_71381423	0.071666665	0.06653048	3.5990937	0.9283333333333333
scdrs_N	10_71396934_71815947	0.32166666	0.31486353	1.7444364	0.7216666666666667
scdrs_N	10_71816298_71851375	5.6983333	14.193978	0.6611564	0.025
scdrs_N	10_71878356_71879107	0.005	0.004975007	14.106747	0.995
scdrs_N	10_71964365_72013564	0.016666668	0.019722164	8.426137	0.985
scdrs_N	10_72053294_72054037	0.006666667	0.006622184	12.206521	0.9933333333333333
scdrs_N	10_72059035_72089032	0.035	0.037108295	5.503861	0.9666666666666667
scdrs_N	10_72096032_72235860	0.79	0.97590345	1.2504787	0.49
scdrs_N	10_72273920_72276036	0.18833333	0.18619704	2.29118	0.8283333333333334
scdrs_N	10_72332830_72355230	0.14	0.13039999	2.5793526	0.865
scdrs_N	10_72367327_72626191	0.7633333	0.91398734	1.252437	0.5116666666666667
scdrs_N	10_72692131_72887694	0.10333333	0.122655705	3.3892488	0.9116666666666666
scdrs_N	10_72893581_72933033	0.575	0.6710435	1.4246478	0.59
scdrs_N	10_72935170_72954778	0.19333333	0.2492883	2.582523	0.8416666666666667
scdrs_N	10_73007217_73096974	0.123333335	0.11812302	2.786678	0.8816666666666667
scdrs_N	10_73098044_73101297	0.0016666667	0.0016638993	24.474552	0.9983333333333333
scdrs_N	10_73110375_73358859	0.83	0.9044338	1.1458039	0.46
scdrs_N	10_73375101_73414076	0.6533333	0.6698237	1.2526953	0.5216666666666666
scdrs_N	10_73423579_73433561	0.033333335	0.035555676	5.6568637	0.9683333333333334
scdrs_N	10_73436428_73496024	0.15	0.14749946	2.5603771	0.86
scdrs_N	10_73497538_73625953	0.093333334	0.091289505	3.2372305	0.91
scdrs_N	10_73625996_73626790	0.03	0.032433435	6.003095	0.9716666666666667
scdrs_N	10_73630556_73631490	0.051666666	0.055664197	4.5664377	0.9516666666666667
scdrs_N	10_73631654_73641757	0.041666668	0.04326368	4.9919815	0.96
scdrs_N	10_73644881_73698159	0.17666666	0.19212285	2.4810464	0.84
scdrs_N	10_73703735_73713581	0.048333332	0.052664123	4.748	0.955
scdrs_N	10_73744384_73772161	0.23166667	0.23133153	2.0761268	0.7916666666666666
scdrs_N	10_73772291_73780251	0.135	0.13677602	2.7394993	0.875
scdrs_N	10_73782047_73783652	0.31666666	0.33639064	1.8315535	0.73
scdrs_N	10_73785582_73811798	0.23	0.25376716	2.1902306	0.8066666666666666
scdrs_N	10_73812501_73874591	0.123333335	0.11812302	2.786678	0.8816666666666667
scdrs_N	10_73909177_73922777	0.038333334	0.03686371	5.0086756	0.9616666666666667
scdrs_N	10_73995193_74151063	0.58666664	0.5991539	1.319404	0.5633333333333334
scdrs_N	10_74151185_74709303	1.1566666	1.2454551	0.9648412	0.32166666666666666
scdrs_N	10_74821610_74822130	0.0	0.0	0.0	1.0
scdrs_N	10_74825582_75032622	0.115	0.11510851	2.9502301	0.8916666666666667
scdrs_N	10_75037836_75058514	0.0	0.0	0.0	1.0
scdrs_N	10_75094432_75182123	0.07666667	0.0774559	3.6301172	0.9266666666666666
scdrs_N	10_75210154_75231448	0.17166667	0.17553112	2.440569	0.845
scdrs_N	10_75233969_75236030	0.125	0.129375	2.8774989	0.885
scdrs_N	10_75269819_75411842	0.085	0.10110845	3.7408888	0.9216666666666666
scdrs_N	10_75430571_76560994	0.81666666	0.9430502	1.1891115	0.475
scdrs_N	10_76869601_77638369	0.21	0.19923317	2.125502	0.805
scdrs_N	10_77782866_77926526	0.03	0.032433413	6.0030932	0.9716666666666667
scdrs_N	10_77969251_78029545	0.086666666	0.08248892	3.313948	0.915
scdrs_N	10_78033732_78056813	3.395	5.8289795	0.71114224	0.07
scdrs_N	10_78176928_78178186	0.0016666667	0.0016639099	24.474627	0.9983333333333333
scdrs_N	10_78179174_78675109	0.03	0.02910013	5.6862535	0.97
scdrs_N	10_78696062_78697022	0.0	0.0	0.0	1.0
scdrs_N	10_78943328_79067895	0.025	0.034375086	7.416208	0.98
scdrs_N	10_79069035_79316528	0.18833333	0.18953043	2.3115978	0.8266666666666667
scdrs_N	10_79347469_79355337	1.8633333	2.6446567	0.8727585	0.2
scdrs_N	10_79382325_79445627	0.265	0.27144167	1.9660403	0.7716666666666666
scdrs_N	10_79504073_79506281	0.0	0.0	0.0	1.0
scdrs_N	10_79512601_79516440	0.5283333	0.55586517	1.4111617	0.6
scdrs_N	10_79555852_79560402	0.0	0.0	0.0	1.0
scdrs_N	10_79610939_79615455	0.0	0.0	0.0	1.0
scdrs_N	10_79628757_79632188	0.005	0.0049749985	14.106734	0.995
scdrs_N	10_79660891_79827602	0.295	0.31130785	1.8913549	0.7483333333333333
scdrs_N	10_79841358_79850878	0.011666667	0.011530493	9.204012	0.9883333333333333
scdrs_N	10_79937740_79982614	0.035	0.033774953	5.2508464	0.965
scdrs_N	10_80046860_80092557	0.35666665	0.38945675	1.7497141	0.71
scdrs_N	10_80131682_80145359	0.095	0.12264201	3.6863453	0.92
scdrs_N	10_80150889_80205572	0.35333332	0.36182386	1.7024094	0.7116666666666667
scdrs_N	10_80207710_80219657	0.013333334	0.013155615	8.6023445	0.9866666666666667
scdrs_N	10_80271820_80289684	6.1833334	12.523096	0.5723124	0.011666666666666667
scdrs_N	10_80333771_80334426	0.0	0.0	0.0	1.0
scdrs_N	10_80336105_80368073	0.0033333334	0.0033222046	17.291569	0.9966666666666667
scdrs_N	10_80407829_80437115	1.1533333	1.4698226	1.0511813	0.355
scdrs_N	10_80454166_80535942	0.14833333	0.16299751	2.721772	0.8683333333333333
scdrs_N	10_80537902_80646560	0.02	0.022933226	7.571861	0.9816666666666667
scdrs_N	10_80649797_80653732	0.0	0.0	0.0	1.0
scdrs_N	10_81875314_82987179	0.12	0.13226601	3.0306995	0.8933333333333333
scdrs_N	10_83672406_83675439	0.0	0.0	0.0	1.0
scdrs_N	10_83911654_83912922	0.0	0.0	0.0	1.0
scdrs_N	10_84138420_84153245	1.11	1.4279008	1.0765297	0.3983333333333333
scdrs_N	10_84173738_84185294	0.0016666667	0.0016638947	24.474518	0.9983333333333333
scdrs_N	10_84194635_84219621	0.0033333334	0.003322201	17.291561	0.9966666666666667
scdrs_N	10_84220495_84225589	0.0	0.0	0.0	1.0
scdrs_N	10_84231593_84241461	0.0016666667	0.0016639114	24.474638	0.9983333333333333
scdrs_N	10_84245053_84259960	0.0	0.0	0.0	1.0
scdrs_N	10_84279980_84294659	0.005	0.004975026	14.106773	0.995
scdrs_N	10_84328558_84518521	0.18166667	0.2286648	2.6322334	0.85
scdrs_N	10_85193421_85197958	0.0	0.0	0.0	1.0
scdrs_N	10_85431943_85432515	0.0	0.0	0.0	1.0
scdrs_N	10_85432863_85448961	0.0	0.0	0.0	1.0
scdrs_N	10_85449592_85491996	0.0	0.0	0.0	1.0
scdrs_N	10_85577731_86366493	0.068333335	0.06699703	3.787871	0.9333333333333333
scdrs_N	10_86435256_86521815	0.16333333	0.17665617	2.573295	0.855
scdrs_N	10_86521945_86525101	0.013333334	0.016488893	9.630681	0.9883333333333333
scdrs_N	10_86654557_86666848	0.013333334	0.013155624	8.602347	0.9866666666666667
scdrs_N	10_86668449_86736068	0.013333334	0.013155586	8.602335	0.9866666666666667
scdrs_N	10_86749754_86756298	0.0033333334	0.0033222092	17.291582	0.9966666666666667
scdrs_N	10_86756601_86932838	0.115	0.11177529	2.907201	0.89
scdrs_N	10_86935540_86983934	0.6566667	0.73212445	1.3030092	0.5366666666666666
scdrs_N	10_87009785_87015782	0.083333336	0.08638842	3.5270286	0.9216666666666666
scdrs_N	10_87020306_87024730	0.021666666	0.021197047	6.7196336	0.9783333333333334
scdrs_N	10_87050486_87191468	2.7983334	4.577669	0.76457965	0.11833333333333333
scdrs_N	10_87203875_87342612	0.30333334	0.32465562	1.878414	0.7383333333333333
scdrs_N	10_87357668_87370695	0.0033333334	0.0033222104	17.291586	0.9966666666666667
scdrs_N	10_87397023_87424792	0.0033333334	0.0033222036	17.291567	0.9966666666666667
scdrs_N	10_87504875_87553460	0.29333332	0.26062164	1.740379	0.7333333333333333
scdrs_N	10_87591607_87606024	0.025	0.024374962	6.244993	0.975
scdrs_N	10_87607985_87747705	0.51	0.6032344	1.5229052	0.625
scdrs_N	10_87751512_87841343	0.15166667	0.17199723	2.7344537	0.8683333333333333
scdrs_N	10_87859161_87971930	0.5516667	0.65065867	1.4621768	0.5933333333333334
scdrs_N	10_88273864_88584530	0.068333335	0.070330404	3.8809578	0.935
scdrs_N	10_88586753_88606976	0.0	0.0	0.0	1.0
scdrs_N	10_88664441_88678814	0.0	0.0	0.0	1.0
scdrs_N	10_88724544_88752786	0.0	0.0	0.0	1.0
scdrs_N	10_88761406_88778242	0.0033333334	0.0033222092	17.291582	0.9966666666666667
scdrs_N	10_88802730_88820546	0.0	0.0	0.0	1.0
scdrs_N	10_88822132_88851818	0.006666667	0.006622186	12.206522	0.9933333333333333
scdrs_N	10_88879734_89015785	0.54	0.56839836	1.3961518	0.595
scdrs_N	10_89205629_89207314	0.018333333	0.017997144	7.3174605	0.9816666666666667
scdrs_N	10_89213569_89414557	0.7366667	0.76731974	1.1890966	0.47833333333333333
scdrs_N	10_89414586_89421001	0.05666667	0.05678915	4.2053776	0.945
scdrs_N	10_89430299_89556641	0.02	0.0195998	6.999964	0.98
scdrs_N	10_89579497_89650822	0.51666665	0.59971946	1.4988688	0.615
scdrs_N	10_89667181_89699671	0.0	0.0	0.0	1.0
scdrs_N	10_89701610_89774939	0.013333334	0.023155533	11.412706	0.99
scdrs_N	10_89829510_89840861	0.0016666667	0.0016639013	24.474566	0.9983333333333333
scdrs_N	10_89853906_89914948	0.0	0.0	0.0	1.0
scdrs_N	10_89915489_89957373	0.0	0.0	0.0	1.0
scdrs_N	10_90402521_90540805	0.005	0.004975018	14.106761	0.995
scdrs_N	10_90622143_90623611	0.0	0.0	0.0	1.0
scdrs_N	10_90740823_90857698	0.013333334	0.013155619	8.602345	0.9866666666666667
scdrs_N	10_90871716_90908553	0.04	0.041733515	5.107196	0.9616666666666667
scdrs_N	10_90912096_90921276	0.005	0.0049750004	14.106737	0.995
scdrs_N	10_90994620_91006390	0.0	0.0	0.0	1.0
scdrs_N	10_91047166_91062159	0.011666667	0.011530482	9.204007	0.9883333333333333
scdrs_N	10_91163012_91284331	0.37	0.34643385	1.5907738	0.6816666666666666
scdrs_N	10_91409280_91514829	0.045	0.04297509	4.606763	0.955
scdrs_N	10_91628442_91633054	0.26833335	0.28299904	1.982521	0.77
scdrs_N	10_91782839_91798291	0.0	0.0	0.0	1.0
scdrs_N	10_91798312_91865276	0.42166665	0.42052865	1.5379015	0.6583333333333333
scdrs_N	10_91906589_91909483	0.008333334	0.008263855	10.9086895	0.9916666666666667
scdrs_N	10_91923769_92030325	0.12833333	0.14186387	2.934921	0.8866666666666667
scdrs_N	10_92046692_92291087	0.38	0.40893185	1.6828363	0.695
scdrs_N	10_92291163_92353964	0.14333333	0.13945638	2.6053855	0.865
scdrs_N	10_92451684_92574076	0.14666666	0.14848961	2.627342	0.865
scdrs_N	10_92593286_92655395	0.023333333	0.029455472	7.3553987	0.98
scdrs_N	10_92689951_92695646	0.46333334	0.5353241	1.579119	0.655
scdrs_N	10_92834713_93059493	0.12666667	0.13728899	2.9251997	0.8866666666666667
scdrs_N	10_93059663_93060426	0.0	0.0	0.0	1.0
scdrs_N	10_93060808_93069536	0.0	0.0	0.0	1.0
scdrs_N	10_93071972_93073466	0.0	0.0	0.0	1.0
scdrs_N	10_93073475_93077890	0.023333333	0.02278897	6.4697213	0.9766666666666667
scdrs_N	10_93306429_93482317	0.093333334	0.11128984	3.5742998	0.9183333333333333
scdrs_N	10_93496632_93529092	0.02	0.022933096	7.571839	0.9816666666666667
scdrs_N	10_93566665_93604480	32.483334	239.8831	0.47680327	0.0
scdrs_N	10_93612588_93666010	0.085	0.08110842	3.3505342	0.9166666666666666
scdrs_N	10_93667883_93702572	0.205	0.20964104	2.2334914	0.8183333333333334
scdrs_N	10_93757809_93806272	0.013333334	0.016488893	9.630681	0.9883333333333333
scdrs_N	10_93893973_93956062	0.036666665	0.035322394	5.1257057	0.9633333333333334
scdrs_N	10_94030812_94332823	0.055	0.058641706	4.4029183	0.9483333333333334
scdrs_N	10_94333226_94362959	0.068333335	0.07033036	3.8809566	0.935
scdrs_N	10_94402504_94613905	0.09	0.098566405	3.488365	0.9166666666666666
scdrs_N	10_94683621_94853205	1.3633333	1.6846582	0.95203704	0.285
scdrs_N	10_94938658_94989391	8.503333	21.989979	0.55147165	0.005
scdrs_N	10_95036772_95069497	10.098333	28.765316	0.5311105	0.005
scdrs_N	10_95141925_95168425	0.015	0.014775031	8.103506	0.985
scdrs_N	10_95194200_95231144	0.016666668	0.029722394	10.3441105	0.9883333333333333
scdrs_N	10_95237572_95291024	0.45666668	0.48812225	1.5299067	0.6533333333333333
scdrs_N	10_95311771_95561414	0.415	0.5127739	1.7254996	0.6916666666666667
scdrs_N	10_95605929_95656706	0.105	0.11730799	3.261929	0.905
scdrs_N	10_95663396_95694143	0.12666667	0.120622315	2.7418993	0.8783333333333333
scdrs_N	10_95711779_96090238	0.15333334	0.1698226	2.6875784	0.8666666666666667
scdrs_N	10_96129715_96271587	0.29833335	0.33266503	1.9333112	0.7566666666666667
scdrs_N	10_96292685_96338564	0.005	0.004975017	14.106761	0.995
scdrs_N	10_96343216_96359365	0.006666667	0.0066221817	12.206518	0.9933333333333333
scdrs_N	10_96364606_96513918	0.006666667	0.0066221976	12.2065325	0.9933333333333333
scdrs_N	10_96518109_96587452	0.6716667	0.78386396	1.3181552	0.5466666666666666
scdrs_N	10_96593312_96720514	0.41833332	0.42999676	1.5675093	0.665
scdrs_N	10_96832282_96995959	0.13333334	0.14555483	2.8613734	0.8816666666666667
scdrs_N	10_96998038_97292673	0.041666668	0.039930325	4.7958174	0.9583333333333334
scdrs_N	10_97319267_97321915	0.11833333	0.1409971	3.173204	0.9
scdrs_N	10_97332497_97334709	0.038333334	0.04353049	5.442773	0.965
scdrs_N	10_97356358_97426076	0.11	0.1145668	3.0770655	0.8983333333333333
scdrs_N	10_97426160_97433441	0.66333336	0.8233208	1.3678949	0.5533333333333333
scdrs_N	10_97436142_97446017	0.06333333	0.069321916	4.1572194	0.9416666666666667
scdrs_N	10_97446131_97457370	0.058333334	0.058263835	4.137926	0.9433333333333334
scdrs_N	10_97458324_97498794	0.36833334	0.38932908	1.6940155	0.6966666666666667
scdrs_N	10_97498868_97571209	0.053333335	0.053822137	4.3499246	0.9483333333333334
scdrs_N	10_97572499_97583884	0.0033333334	0.0033222002	17.29156	0.9966666666666667
scdrs_N	10_97584323_97676434	0.34833333	0.40699795	1.8314753	0.715
scdrs_N	10_97677424_97687323	0.275	0.30937377	2.0225956	0.7733333333333333
scdrs_N	10_97713173_97718152	0.055	0.061975047	4.526325	0.95
scdrs_N	10_97737121_97760907	0.10666667	0.118622206	3.2288976	0.905
