feature	SpaceRanger	stCNASim-afc	STARsolo
AL136368.1	0.0	0.0	0.0
PDCD4-AS1	0.013333333656191826	0.013333333333333334	0.013333333333333334
PDCD4	0.41499999165534973	0.415	0.43833333333333335
BBIP1	0.11999999731779099	0.12	0.135
AL158163.2	0.0033333334140479565	0.0033333333333333335	0.0033333333333333335
AL158163.1	0.008333333767950535	0.008333333333333333	0.01
SHOC2	0.22833333909511566	0.22833333333333333	0.24333333333333335
ADRA2A	0.013333333656191826	0.013333333333333334	0.013333333333333334
AC021035.1	0.0	0.0	0.0
GPAM	2.7216665744781494	2.7216666666666667	2.9516666666666667
TECTB	0.0033333334140479565	0.0033333333333333335	0.005
ACSL5	0.6433333158493042	0.6433333333333333	0.6983333333333334
AL157786.1	0.0	0.0	0.0
ZDHHC6	0.2016666680574417	0.20166666666666666	0.21666666666666667
VTI1A	0.05166666582226753	0.051666666666666666	0.055
AL139120.1	0.0	0.0	0.0
TCF7L2	0.2566666603088379	0.25666666666666665	0.275
AL158212.2	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
HABP2	3.375	3.375	3.595
NRAP	0.0033333334140479565	0.0033333333333333335	0.0033333333333333335
CASP7	0.18666666746139526	0.18666666666666668	0.19333333333333333
AL592546.1	0.0	0.0	0.0
PLEKHS1	0.0	0.0	0.0
DCLRE1A	0.0533333346247673	0.05333333333333334	0.056666666666666664
NHLRC2	0.27666667103767395	0.27666666666666667	0.3
ADRB1	0.0033333334140479565	0.0033333333333333335	0.005
CCDC186	0.15166667103767395	0.15166666666666667	0.16
TDRD1	0.0	0.0	0.0
VWA2	0.0	0.0	0.0
AC005383.1	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
AFAP1L2	0.03333333507180214	0.03333333333333333	0.035
ABLIM1	0.2316666692495346	0.23166666666666666	0.24666666666666667
AL137025.1	0.0	0.0	0.0
FAM160B1	0.2566666603088379	0.25666666666666665	0.27
TRUB1	0.1366666704416275	0.13666666666666666	0.14666666666666667
AL355340.1	0.0	0.0	0.0
ATRNL1	0.03999999910593033	0.04	0.043333333333333335
GFRA1	0.4883333444595337	0.48833333333333334	0.5366666666666666
CCDC172	0.0	0.0	0.0
PNLIPRP3	0.0	0.0	0.0
PNLIP	0.0	0.0	0.0
PNLIPRP1	0.0	0.0	0.0
C10orf82	0.0	0.0	0.0
AC016825.1	0.0	0.0	0.0
HSPA12A	0.02666666731238365	0.02666666666666667	0.03666666666666667
ENO4	0.0	0.0	0.0
SHTN1	0.33500000834465027	0.335	0.37333333333333335
VAX1	0.0	0.0	0.0
MIR3663HG	0.0	0.0	0.0
KCNK18	0.0	0.0	0.0
AL731557.1	0.0	0.0	0.0
SLC18A2	0.006666666828095913	0.006666666666666667	0.008333333333333333
AL391988.1	0.019999999552965164	0.02	0.021666666666666667
PDZD8	0.2199999988079071	0.21833333333333332	0.235
AC005871.2	0.0	0.0	0.0
EMX2OS	0.0	0.0	0.0
EMX2	0.0	0.0	0.0
AC005871.1	0.0	0.0	0.0
AL139121.1	0.0	0.0	0.0
AL513324.1	0.0	0.0	0.0
RAB11FIP2	0.0716666653752327	0.07166666666666667	0.08
AC022395.1	0.0	0.0	0.0
CASC2	0.006666666828095913	0.006666666666666667	0.006666666666666667
FAM204A	0.18333333730697632	0.18333333333333332	0.18833333333333332
LINC00867	0.0	0.0	0.0
PRLHR	0.0	0.0	0.0
CACUL1	0.2199999988079071	0.22	0.23333333333333334
AL157788.1	0.0	0.0	0.0
NANOS1	0.0	0.0	0.0
EIF3A	0.9850000143051147	0.985	1.0416666666666667
FAM45A	0.25833332538604736	0.25833333333333336	0.27666666666666667
SFXN4	0.1599999964237213	0.16	0.175
PRDX3	1.8966666460037231	1.895	2.06
GRK5	0.08166666328907013	0.08166666666666667	0.08833333333333333
AL583824.1	0.0	0.0	0.0
RGS10	0.061666667461395264	0.06166666666666667	0.06333333333333334
TIAL1	0.4283333420753479	0.42833333333333334	0.4666666666666667
BAG3	0.07333333045244217	0.07333333333333333	0.07666666666666666
INPP5F	0.018333332613110542	0.018333333333333333	0.02
MCMBP	0.1733333319425583	0.17333333333333334	0.18666666666666668
SEC23IP	0.22166666388511658	0.22166666666666668	0.23833333333333334
PLPP4	0.019999999552965164	0.02	0.02
LINC01561	0.0	0.0	0.0
WDR11-AS1	0.0	0.0	0.0
WDR11	0.24833333492279053	0.24833333333333332	0.2816666666666667
AC010998.2	0.0	0.0	0.0
AC010998.1	0.0	0.0	0.0
AC010998.3	0.0	0.0	0.0
LINC01153	0.0	0.0	0.0
FGFR2	0.39666667580604553	0.39666666666666667	0.4266666666666667
AC009988.1	0.0	0.0	0.0
AC025947.1	0.0	0.0	0.0
ATE1	0.3050000071525574	0.305	0.32666666666666666
AL731566.2	0.0033333334140479565	0.0033333333333333335	0.0033333333333333335
NSMCE4A	0.2750000059604645	0.275	0.295
AL731566.1	0.0	0.0	0.0
TACC2	0.08500000089406967	0.085	0.08833333333333333
BTBD16	0.029999999329447746	0.03	0.03166666666666667
PLEKHA1	0.3149999976158142	0.315	0.3383333333333333
ARMS2	0.0	0.0	0.0
HTRA1	0.871666669845581	0.8716666666666667	0.9333333333333333
DMBT1	0.0	0.0	0.0
C10orf120	0.0	0.0	0.0
CUZD1	0.0	0.0	0.0
FAM24B	0.004999999888241291	0.005	0.005
FAM24A	0.0	0.0	0.0
C10orf88	0.0416666679084301	0.041666666666666664	0.045
PSTK	0.04333333298563957	0.043333333333333335	0.04833333333333333
IKZF5	0.12166666984558105	0.12166666666666667	0.12666666666666668
ACADSB	3.0483334064483643	3.0483333333333333	3.2583333333333333
HMX3	0.0	0.0	0.0
HMX2	0.0	0.0	0.0
BUB3	0.3016666769981384	0.3016666666666667	0.32666666666666666
AL160290.2	0.0	0.0	0.0
AL160290.1	0.0	0.0	0.0
AL357127.1	0.0	0.0	0.0
GPR26	0.0	0.0	0.0
CPXM2	0.02666666731238365	0.02666666666666667	0.028333333333333332
AC009987.1	0.0	0.0	0.0
CHST15	0.15000000596046448	0.15	0.16666666666666666
OAT	0.5366666913032532	0.5366666666666666	0.57
NKX1-2	0.0	0.0	0.0
LHPP	0.6183333396911621	0.6166666666666667	0.6716666666666666
AC068896.1	0.0	0.0	0.0
FAM53B	0.07999999821186066	0.08	0.08333333333333333
AL513190.1	0.0016666667070239782	0.0016666666666666668	0.005
FAM53B-AS1	0.0	0.0	0.0
EEF1AKMT2	0.11999999731779099	0.12	0.13
ABRAXAS2	0.07000000029802322	0.07	0.07833333333333334
ZRANB1	0.3166666626930237	0.315	0.33666666666666667
AL731577.1	0.0	0.0	0.0
CTBP2	0.09166666865348816	0.09166666666666666	0.09333333333333334
AL731571.1	0.008333333767950535	0.008333333333333333	0.008333333333333333
AL157888.1	0.0	0.0	0.0
TEX36-AS1	0.0	0.0	0.0
TEX36	0.0	0.0	0.0
AL158835.1	0.004999999888241291	0.005	0.006666666666666667
AL158835.4	0.0	0.0	0.0
EDRF1	0.05999999865889549	0.06	0.06666666666666667
EDRF1-AS1	0.0	0.0	0.0
MMP21	0.0	0.0	0.0
UROS	0.4466666579246521	0.44666666666666666	0.455
BCCIP	0.29499998688697815	0.295	0.31
DHX32	0.11166666448116302	0.11166666666666666	0.12
FANK1	0.0	0.0	0.0
FANK1-AS1	0.0	0.0	0.0
ADAM12	0.009999999776482582	0.01	0.01
LINC00601	0.0	0.0	0.0
C10orf90	0.0	0.0	0.0
DOCK1	0.1316666603088379	0.13166666666666665	0.14333333333333334
AL359094.1	0.0	0.0	0.0
AL359094.2	0.0	0.0	0.0
FAM196A	0.0	0.0	0.0
NPS	0.0	0.0	0.0
FOXI2	0.0	0.0	0.0
CLRN3	0.4833333194255829	0.48333333333333334	0.5016666666666667
PTPRE	0.07666666805744171	0.07666666666666666	0.07833333333333334
AL158166.2	0.0	0.0	0.0
MKI67	0.006666666828095913	0.006666666666666667	0.006666666666666667
AL390763.2	0.0	0.0	0.0
AL390763.1	0.0	0.0	0.0
AL355537.1	0.0	0.0	0.0
AL355537.2	0.0	0.0	0.0
AL391869.1	0.0	0.0	0.0
MGMT	1.90666663646698	1.9066666666666667	2.046666666666667
AL157832.2	0.0033333334140479565	0.0033333333333333335	0.0033333333333333335
AL157832.1	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
AL157832.3	0.0	0.0	0.0
EBF3	0.0	0.0	0.0
AL354950.2	0.0033333334140479565	0.0033333333333333335	0.0033333333333333335
AL354950.1	0.0033333334140479565	0.0033333333333333335	0.0033333333333333335
C10orf143	0.018333332613110542	0.018333333333333333	0.02
GLRX3	0.22833333909511566	0.22833333333333333	0.24166666666666667
AL355500.1	0.0	0.0	0.0
TCERG1L	0.0	0.0	0.0
TCERG1L-AS1	0.0	0.0	0.0
LINC01164	0.0	0.0	0.0
FP565171.1	0.0	0.0	0.0
PPP2R2D	0.25333333015441895	0.25333333333333335	0.2733333333333333
BNIP3	1.3083332777023315	1.3083333333333333	1.41
AL162274.2	0.014999999664723873	0.015	0.015
AL162274.1	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
JAKMIP3	0.0033333334140479565	0.0033333333333333335	0.005
AL512622.1	0.0	0.0	0.0
DPYSL4	0.0	0.0	0.0
STK32C	0.02666666731238365	0.02666666666666667	0.03333333333333333
LRRC27	0.04333333298563957	0.043333333333333335	0.045
PWWP2B	0.09666666388511658	0.09666666666666666	0.1
AL451069.2	0.0	0.0	0.0
AL451069.3	0.0	0.0	0.0
C10orf91	0.0	0.0	0.0
AL451069.1	0.0	0.0	0.0
LINC01165	0.0	0.0	0.0
INPP5A	0.2133333384990692	0.21333333333333335	0.22
NKX6-2	0.0	0.0	0.0
CFAP46	0.0033333334140479565	0.0033333333333333335	0.0033333333333333335
LINC01166	0.0	0.0	0.0
LINC01167	0.0	0.0	0.0
LINC01168	0.0	0.0	0.0
ADGRA1	0.01666666753590107	0.016666666666666666	0.016666666666666666
ADGRA1-AS1	0.004999999888241291	0.005	0.005
KNDC1	0.0033333334140479565	0.0033333333333333335	0.0033333333333333335
UTF1	0.0	0.0	0.0
VENTX	0.004999999888241291	0.005	0.005
MIR202HG	0.0	0.0	0.0
AL592071.1	0.0	0.0	0.0
ADAM8	0.11999999731779099	0.12	0.14166666666666666
TUBGCP2	0.3166666626930237	0.31666666666666665	0.335
AL360181.2	0.0	0.0	0.0
ZNF511	0.1966666728258133	0.19666666666666666	0.20833333333333334
ZNF511-PRAP1	0.0	0.0	0.0
CALY	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
AL360181.1	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
PRAP1	2.065000057220459	2.065	2.24
FUOM	2.930000066757202	2.93	3.0883333333333334
ECHS1	8.296667098999023	8.296666666666667	8.843333333333334
AL360181.4	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
PAOX	0.14166666567325592	0.14166666666666666	0.155
AL360181.3	0.0	0.0	0.0
MTG1	0.054999999701976776	0.055	0.056666666666666664
SPRN	0.008333333767950535	0.008333333333333333	0.008333333333333333
SCART1	0.011666666716337204	0.011666666666666667	0.013333333333333334
CYP2E1	42.415000915527344	42.33833333333333	45.35
AL161645.1	0.02500000037252903	0.025	0.02666666666666667
SYCE1	0.0	0.0	0.0
FRG2B	0.0	0.0	0.0
AC069287.1	0.0	0.0	0.0
LINC01001	0.05833333358168602	0.058333333333333334	0.058333333333333334
AC069287.3	0.0	0.0	0.0
BET1L	0.1550000011920929	0.155	0.17166666666666666
SCGB1C1	0.0	0.0	0.0
ODF3	0.0	0.0	0.0
AC069287.2	0.0	0.0	0.0
RIC8A	0.23666666448116302	0.23666666666666666	0.25
SIRT3	0.1733333319425583	0.17333333333333334	0.18666666666666668
PSMD13	0.6000000238418579	0.5983333333333334	0.64
NLRP6	0.0	0.0	0.0
AC136475.3	0.0	0.0	0.0
PGGHG	0.6616666913032532	0.6616666666666666	0.73
IFITM5	0.0	0.0	0.0
IFITM2	1.693333387374878	1.6933333333333334	1.8383333333333334
AC136475.2	0.0	0.0	0.0
IFITM1	0.006666666828095913	0.006666666666666667	0.006666666666666667
AC136475.1	0.006666666828095913	0.006666666666666667	0.006666666666666667
IFITM3	5.599999904632568	5.6	6.093333333333334
AC136475.4	0.0	0.0	0.0
AC136475.8	0.0	0.0	0.0
AC136475.7	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
AC136475.5	0.0	0.0	0.0
AC136475.9	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
B4GALNT4	0.0	0.0	0.0016666666666666668
PKP3	0.006666666828095913	0.006666666666666667	0.006666666666666667
SIGIRR	2.009999990463257	2.01	2.155
ANO9	0.036666665226221085	0.03666666666666667	0.041666666666666664
PTDSS2	0.11500000208616257	0.115	0.12166666666666667
AC138230.1	0.0	0.0	0.0
RNH1	0.5566666722297668	0.5566666666666666	0.6216666666666667
AC137894.1	0.0	0.0	0.0
HRAS	0.1366666704416275	0.13666666666666666	0.15333333333333332
LRRC56	0.013333333656191826	0.013333333333333334	0.016666666666666666
LMNTD2	0.14000000059604645	0.14	0.14833333333333334
AP006284.1	0.004999999888241291	0.005	0.005
RASSF7	0.43833333253860474	0.43833333333333335	0.49166666666666664
MIR210HG	0.04833333194255829	0.04833333333333333	0.05333333333333334
PHRF1	0.17666666209697723	0.17666666666666667	0.19666666666666666
IRF7	0.23499999940395355	0.235	0.26
CDHR5	2.746666669845581	2.7466666666666666	2.93
SCT	0.0033333334140479565	0.0033333333333333335	0.0033333333333333335
DRD4	0.02666666731238365	0.02666666666666667	0.03
DEAF1	0.09666666388511658	0.09666666666666666	0.10166666666666667
AC131934.1	0.0	0.0	0.0
EPS8L2	0.6883333325386047	0.6883333333333334	0.765
TMEM80	0.06666667014360428	0.06666666666666667	0.07166666666666667
AP006621.4	0.0	0.0	0.0
TALDO1	1.1200000047683716	1.12	1.175
GATD1	0.1599999964237213	0.16	0.16666666666666666
AP006621.3	0.11166666448116302	0.11166666666666666	0.11833333333333333
AP006621.2	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
CEND1	0.0	0.0	0.0
SLC25A22	0.125	0.125	0.135
PANO1	0.008333333767950535	0.008333333333333333	0.008333333333333333
PIDD1	0.11833333224058151	0.11833333333333333	0.12666666666666668
RPLP2	8.116666793823242	8.116666666666667	8.548333333333334
PNPLA2	0.5916666388511658	0.5883333333333334	0.645
AP006621.1	0.0	0.0	0.0
CRACR2B	0.03999999910593033	0.04	0.043333333333333335
CD151	1.590000033378601	1.59	1.7
POLR2L	1.871666669845581	1.87	1.9733333333333334
TSPAN4	0.46000000834465027	0.46	0.49666666666666665
AP006623.1	0.014999999664723873	0.015	0.015
CHID1	1.7316666841506958	1.7316666666666667	1.8483333333333334
AP2A2	0.5600000023841858	0.56	0.5966666666666667
MUC6	0.07999999821186066	0.08	0.08666666666666667
AC139749.1	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
MUC2	0.0	0.0	0.0
MUC5AC	0.0	0.0	0.0
MUC5B	0.01666666753590107	0.016666666666666666	0.016666666666666666
AC061979.1	0.0	0.0	0.0
TOLLIP	1.0616666078567505	1.0616666666666668	1.1616666666666666
TOLLIP-AS1	0.006666666828095913	0.006666666666666667	0.008333333333333333
BRSK2	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
MOB2	0.17499999701976776	0.175	0.18666666666666668
DUSP8	0.07333333045244217	0.07333333333333333	0.08833333333333333
KRTAP5-AS1	0.0	0.0	0.0
KRTAP5-1	0.0	0.0	0.0
KRTAP5-2	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
KRTAP5-3	0.0	0.0	0.0
KRTAP5-4	0.0	0.0	0.0
KRTAP5-5	0.0	0.0	0.0
AP006285.2	0.006666666828095913	0.006666666666666667	0.006666666666666667
FAM99A	1.496666669845581	1.4966666666666666	1.5966666666666667
FAM99B	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
AP006285.1	0.03999999910593033	0.04	0.04
KRTAP5-6	0.0	0.0	0.0
IFITM10	0.12166666984558105	0.12166666666666667	0.13666666666666666
AC068580.4	0.006666666828095913	0.006666666666666667	0.01
CTSD	13.305000305175781	13.305	14.295
AC068580.3	0.0	0.0	0.0
AC068580.2	0.0	0.0	0.0
SYT8	0.0033333334140479565	0.0033333333333333335	0.0033333333333333335
TNNI2	0.009999999776482582	0.01	0.01
LSP1	0.17666666209697723	0.17666666666666667	0.19666666666666666
PRR33	0.0	0.0	0.0
LINC01150	0.0	0.0	0.0
TNNT3	0.0	0.0	0.0
MRPL23	0.6116666793823242	0.6116666666666667	0.6416666666666667
MRPL23-AS1	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
LINC01219	0.0033333334140479565	0.0033333333333333335	0.0033333333333333335
INS-IGF2	0.0	0.0	0.0
IGF2-AS	0.0	0.0	0.0
INS	0.0	0.0	0.0
TH	0.0	0.0	0.0
ASCL2	0.02500000037252903	0.025	0.03166666666666667
C11orf21	0.021666666492819786	0.021666666666666667	0.025
TSPAN32	0.019999999552965164	0.02	0.025
CD81-AS1	0.0	0.0	0.0
CD81	8.585000038146973	8.585	9.113333333333333
TSSC4	0.16500000655651093	0.165	0.17833333333333334
AC124057.1	0.0	0.0	0.0
TRPM5	0.0	0.0	0.0
KCNQ1	0.02666666731238365	0.02666666666666667	0.03166666666666667
KCNQ1OT1	0.08166666328907013	0.08166666666666667	0.08333333333333333
KCNQ1-AS1	0.0	0.0	0.0
KCNQ1DN	0.0	0.0	0.0
CDKN1C	0.11666666716337204	0.11666666666666667	0.13
SLC22A18AS	0.05000000074505806	0.05	0.05333333333333334
SLC22A18	0.4716666638851166	0.4716666666666667	0.5
PHLDA2	0.028333334252238274	0.028333333333333332	0.03166666666666667
NAP1L4	0.44999998807907104	0.45	0.4866666666666667
AC131971.1	0.0	0.0	0.0
CARS	0.36500000953674316	0.365	0.415
CARS-AS1	0.0	0.0	0.0
OSBPL5	0.02666666731238365	0.02666666666666667	0.028333333333333332
AC108448.1	0.0	0.0	0.0
MRGPRG	0.0	0.0	0.0
MRGPRG-AS1	0.0	0.0	0.0
AC109309.1	0.0	0.0	0.0
MRGPRE	0.0	0.0	0.0
AC123788.1	0.0	0.0	0.0
ZNF195	0.061666667461395264	0.06166666666666667	0.06833333333333333
AC127526.1	0.0	0.0	0.0
ART5	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
ART1	0.0	0.0	0.0
CHRNA10	0.011666666716337204	0.011666666666666667	0.013333333333333334
NUP98	0.2866666615009308	0.2866666666666667	0.305
PGAP2	0.12999999523162842	0.13	0.135
RHOG	0.23000000417232513	0.23	0.26
AC090587.1	0.0033333334140479565	0.0033333333333333335	0.0033333333333333335
STIM1	0.2916666567325592	0.2916666666666667	0.31166666666666665
RRM1	0.17499999701976776	0.175	0.18833333333333332
RRM1-AS1	0.0	0.0	0.0
AC015689.1	0.01666666753590107	0.016666666666666666	0.018333333333333333
SSU72P5	0.0	0.0	0.0
SSU72P2	0.0	0.0	0.0
SSU72P4	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
SSU72P3	0.0	0.0	0.0
SSU72P7	0.0	0.0	0.0
OR52B4	0.0	0.0	0.0
TRIM21	0.03166666626930237	0.03166666666666667	0.03666666666666667
OR52K2	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
OR52K1	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
OR52M1	0.0	0.0	0.0
C11orf40	0.0	0.0	0.0
OR52I2	0.0	0.0	0.0
OR52I1	0.0	0.0	0.0
TRIM68	0.029999999329447746	0.03	0.03666666666666667
OR51D1	0.0	0.0	0.0
OR51E1	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
OR51E2	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
MMP26	0.0	0.0	0.0
OR51F1	0.0	0.0	0.0
OR52R1	0.0	0.0	0.0
OR51F2	0.0	0.0	0.0
OR51S1	0.0	0.0	0.0
OR51T1	0.0	0.0	0.0
OR51A7	0.0	0.0	0.0
OR51G2	0.0	0.0	0.0
OR51G1	0.0	0.0	0.0
OR51A4	0.0	0.0	0.0
OR51A2	0.0	0.0	0.0
OR51L1	0.0	0.0	0.0
OR52J3	0.0	0.0	0.0
OR52E2	0.0	0.0	0.0
AC113331.1	0.0	0.0	0.0
OR52A5	0.0	0.0	0.0
OR52A1	0.0	0.0	0.0
OR51V1	0.0	0.0	0.0
AC104389.1	0.0	0.0	0.0
HBB	1.1200000047683716	1.12	1.135
HBD	0.0	0.0	0.0
BGLT3	0.0	0.0	0.0
HBG1	0.0	0.0	0.0
AC104389.5	0.0	0.0	0.0
HBG2	0.0	0.0	0.0
AC104389.4	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
HBE1	0.0	0.0	0.0
OR51B4	0.0	0.0	0.0
OR51B5	0.0	0.0	0.0
OR51B2	0.0	0.0	0.0
OR51B6	0.0	0.0	0.0
OR51M1	0.0	0.0	0.0
OR51Q1	0.0	0.0	0.0
OR51I1	0.0	0.0	0.0
OR51I2	0.0	0.0	0.0
OR52D1	0.0	0.0	0.0
UBQLN3	0.0	0.0	0.0
UBQLNL	0.006666666828095913	0.006666666666666667	0.006666666666666667
OR52H1	0.0	0.0	0.0
OR52B6	0.0	0.0	0.0
TRIM6	0.004999999888241291	0.005	0.006666666666666667
TRIM6-TRIM34	0.0	0.0	0.0
TRIM34	0.0	0.0	0.0
TRIM5	0.12333333492279053	0.12333333333333334	0.13
TRIM22	0.2383333295583725	0.23833333333333334	0.265
OR56B1	0.0	0.0	0.0
OR52N4	0.0	0.0	0.0
OR52N5	0.0	0.0	0.0
OR52N1	0.0	0.0	0.0
OR52N2	0.0	0.0	0.0
OR52E6	0.0	0.0	0.0
OR52E8	0.0	0.0	0.0
OR52E4	0.0	0.0	0.0
OR52E5	0.0	0.0	0.0
OR56A3	0.0	0.0	0.0
OR56A5	0.0	0.0	0.0
OR52L1	0.0	0.0	0.0
OR56A4	0.0	0.0	0.0
OR56A1	0.0	0.0	0.0
OR56B4	0.0	0.0	0.0
OR52B2	0.0	0.0	0.0
OR52W1	0.0	0.0	0.0
AC022762.2	0.019999999552965164	0.02	0.021666666666666667
C11orf42	0.0	0.0	0.0
FAM160A2	0.22166666388511658	0.22166666666666668	0.235
CNGA4	0.0	0.0	0.0
CCKBR	0.0	0.0	0.0
CAVIN3	0.04333333298563957	0.043333333333333335	0.04666666666666667
AC068733.3	0.0	0.0	0.0
AC068733.1	0.0	0.0	0.0
SMPD1	0.75	0.75	0.8133333333333334
APBB1	0.10166666656732559	0.10166666666666667	0.115
HPX	34.598331451416016	34.598333333333336	36.64666666666667
TRIM3	0.03333333507180214	0.03333333333333333	0.035
ARFIP2	0.15333333611488342	0.15333333333333332	0.16333333333333333
TIMM10B	0.15833333134651184	0.15833333333333333	0.17
AC084337.2	0.0	0.0	0.0
DNHD1	0.10499999672174454	0.105	0.11333333333333333
RRP8	0.12166666984558105	0.12166666666666667	0.13666666666666666
AC091564.2	0.0	0.0	0.0
ILK	0.38333332538604736	0.38333333333333336	0.42333333333333334
TAF10	0.5566666722297668	0.5566666666666666	0.62
TPP1	1.1133333444595337	1.1133333333333333	1.1933333333333334
AC091564.6	0.0	0.0	0.0
DCHS1	0.05666666850447655	0.056666666666666664	0.06666666666666667
AC091564.4	0.0	0.0	0.0
AC091564.5	0.0	0.0	0.0
MRPL17	0.1966666728258133	0.19666666666666666	0.2
OR2AG2	0.0	0.0	0.0
OR2AG1	0.0	0.0	0.0
OR6A2	0.0	0.0	0.0
AC087280.2	0.0	0.0	0.0
OR10A5	0.0	0.0	0.0
OR10A2	0.0	0.0	0.0
OR10A4	0.0	0.0	0.0
OR2D2	0.0	0.0	0.0
OR2D3	0.0	0.0	0.0
ZNF215	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
ZNF214	0.0	0.0	0.0016666666666666668
NLRP14	0.0	0.0	0.0
RBMXL2	0.0	0.0	0.0
AC027804.1	0.0	0.0	0.0
SYT9	0.029999999329447746	0.03	0.03
AC107884.1	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
OLFML1	0.06666667014360428	0.06666666666666667	0.07166666666666667
PPFIBP2	0.1666666716337204	0.16666666666666666	0.17333333333333334
AC107884.2	0.0	0.0	0.0
CYB5R2	0.038333334028720856	0.03833333333333333	0.041666666666666664
OVCH2	0.0	0.0	0.0
AC044810.3	0.0	0.0	0.0
AC104237.1	0.0	0.0	0.0
OR5P2	0.0	0.0	0.0
OR5P3	0.0	0.0	0.0
OR10A6	0.0	0.0	0.0
OR10A3	0.0	0.0	0.0
NLRP10	0.0	0.0	0.0
EIF3F	0.7583333253860474	0.7583333333333333	0.81
CASC23	0.0	0.0	0.0
TUB	0.0033333334140479565	0.0033333333333333335	0.0033333333333333335
AC116456.1	0.0	0.0	0.0
RIC3	0.013333333656191826	0.013333333333333334	0.013333333333333334
AC091013.1	0.0	0.0	0.0
LMO1	0.0	0.0	0.0
STK33	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
TRIM66	0.09333333373069763	0.09333333333333334	0.09333333333333334
AC091053.2	0.0	0.0	0.0
RPL27A	5.480000019073486	5.475	5.718333333333334
ST5	0.2266666740179062	0.22666666666666666	0.25333333333333335
AC091053.1	0.0	0.0	0.0016666666666666668
AC026894.1	0.0	0.0	0.0
AKIP1	0.10999999940395355	0.11	0.11833333333333333
C11orf16	0.0	0.0	0.0
ASCL3	0.0	0.0	0.0
TMEM9B	0.2133333384990692	0.21333333333333335	0.21666666666666667
TMEM9B-AS1	0.0	0.0	0.0
NRIP3	0.0	0.0	0.0
AC079296.1	0.0	0.0	0.0
SCUBE2	0.004999999888241291	0.005	0.005
DENND5A	0.09166666865348816	0.09166666666666666	0.10333333333333333
TMEM41B	0.37166666984558105	0.37166666666666665	0.4
IPO7	0.30000001192092896	0.3	0.325
AC132192.1	0.0	0.0	0.0
AC132192.2	0.006666666828095913	0.006666666666666667	0.006666666666666667
ZNF143	0.04333333298563957	0.043333333333333335	0.04666666666666667
WEE1	0.5483333468437195	0.5483333333333333	0.6
SWAP70	0.06666667014360428	0.06666666666666667	0.08166666666666667
AC026250.1	0.0	0.0	0.0
SBF2-AS1	0.011666666716337204	0.011666666666666667	0.011666666666666667
SBF2	0.07000000029802322	0.07	0.07666666666666666
AC011092.2	0.0	0.0	0.0
AC100763.1	0.0	0.0	0.0
AC080023.1	0.0	0.0	0.0
ADM	0.25	0.25	0.27166666666666667
AMPD3	0.01666666753590107	0.016666666666666666	0.02
MTRNR2L8	1.7516666650772095	1.7516666666666667	1.7966666666666666
RNF141	0.23000000417232513	0.23	0.23666666666666666
MRVI1-AS1	0.0	0.0	0.0
LYVE1	0.3333333432674408	0.3333333333333333	0.3566666666666667
MRVI1	0.019999999552965164	0.02	0.021666666666666667
CTR9	0.1899999976158142	0.19	0.2
EIF4G2	1.3983333110809326	1.3983333333333334	1.51
AC116535.1	0.0	0.0	0.0
ZBED5	0.07500000298023224	0.075	0.08833333333333333
ZBED5-AS1	0.046666666865348816	0.04666666666666667	0.051666666666666666
AC069360.1	0.0	0.0	0.0
AC111188.1	0.0	0.0	0.0
KC877392.1	0.0016666667070239782	0.0016666666666666668	0.0016666666666666668
GALNT18	0.08833333104848862	0.08833333333333333	0.09333333333333334
CSNK2A3	0.0	0.0	0.0
AC023946.1	0.0	0.0	0.0
AC104031.1	0.0033333334140479565	0.0033333333333333335	0.0033333333333333335
USP47	0.31333333253860474	0.31333333333333335	0.3383333333333333
DKK3	0.0833333358168602	0.08333333333333333	0.09166666666666666
LINC02547	0.0	0.0	0.0
AC124276.1	0.0	0.0	0.0
AC124276.2	0.0	0.0	0.0
MICAL2	0.1733333319425583	0.17333333333333334	0.185
AC079329.1	0.0	0.0	0.0
