group	mean	cv
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
STARsolo_N	0.0007232216190959051	24.47447503257238
