x	y	mean_x	mean_y	log2FC	gene
seed_N	scCNASim-cs_N	0.5766666666666667	0.62	0.10453058347130678	1_0_29554
seed_N	scCNASim-cs_N	0.0	0.0	0.0	1_31109_34554
seed_N	scCNASim-cs_N	0.0	0.0	0.0	1_36081_65419
seed_N	scCNASim-cs_N	0.0016666666666666668	0.0	-inf	1_71585_89295
seed_N	scCNASim-cs_N	0.13166666666666665	0.14	0.08853667460165751	1_133723_139790
seed_N	scCNASim-cs_N	0.011666666666666667	0.011666666666666667	0.0	1_140339_160446
seed_N	scCNASim-cs_N	0.625	0.675	0.11103131238874393	1_161525_358857
seed_N	scCNASim-cs_N	0.058333333333333334	0.051666666666666666	-0.17508670655809133	1_366052_450703
seed_N	scCNASim-cs_N	0.28833333333333333	0.2783333333333333	-0.05092393516267238	1_451697_587629
seed_N	scCNASim-cs_N	579.5333333333333	588.15	0.02129249868357458	1_594768_685679
seed_N	scCNASim-cs_N	0.6533333333333333	0.6683333333333333	0.032748582339712236	1_686673_760911
seed_N	scCNASim-cs_N	0.49166666666666664	0.4716666666666667	-0.05991290141732115	1_761989_778770
seed_N	scCNASim-cs_N	0.4116666666666667	0.38166666666666665	-0.10916344348773374	1_810060_817371
seed_N	scCNASim-cs_N	0.39	0.37333333333333335	-0.06300979752580035	1_819837_826206
seed_N	scCNASim-cs_N	0.5066666666666667	0.5683333333333334	0.16570041558058685	1_827522_868071
seed_N	scCNASim-cs_N	0.3466666666666667	0.36333333333333334	0.06774460663583427	1_876903_904834
seed_N	scCNASim-cs_N	0.008333333333333333	0.015	0.84799690655495	1_915976_916865
seed_N	scCNASim-cs_N	0.008333333333333333	0.0033333333333333335	-1.3219280948873622	1_921016_923928
seed_N	scCNASim-cs_N	0.008333333333333333	0.006666666666666667	-0.3219280948873623	1_959309_960587
seed_N	scCNASim-cs_N	0.008333333333333333	0.008333333333333333	0.0	1_965715_966497
seed_N	scCNASim-cs_N	0.008333333333333333	0.0033333333333333335	-1.3219280948873622	1_982093_995966
seed_N	scCNASim-cs_N	0.018333333333333333	0.013333333333333334	-0.4594316186372972	1_998051_998962
seed_N	scCNASim-cs_N	0.023333333333333334	0.025	0.09953567355091437	1_1000172_1001138
seed_N	scCNASim-cs_N	0.01	0.011666666666666667	0.22239242133644804	1_1014541_1020123
seed_N	scCNASim-cs_N	0.02	0.021666666666666667	0.11547721741993587	1_1056118_1062208
seed_N	scCNASim-cs_N	0.02	0.028333333333333332	0.5025003405291831	1_1063288_1070966
seed_N	scCNASim-cs_N	0.011666666666666667	0.006666666666666667	-0.8073549220576042	1_1074307_1081818
seed_N	scCNASim-cs_N	0.03	0.03166666666666667	0.07800251200127316	1_1116361_1137017
seed_N	scCNASim-cs_N	0.011666666666666667	0.013333333333333334	0.1926450779423958	1_1144056_1169357
seed_N	scCNASim-cs_N	0.01	0.006666666666666667	-0.5849625007211561	1_1170343_1173056
seed_N	scCNASim-cs_N	0.008333333333333333	0.015	0.84799690655495	1_1197935_1203508
seed_N	scCNASim-cs_N	0.006666666666666667	0.005	-0.4150374992788438	1_1206691_1211326
seed_N	scCNASim-cs_N	0.03166666666666667	0.043333333333333335	0.45251220469750675	1_1214138_1216908
seed_N	scCNASim-cs_N	0.008333333333333333	0.005	-0.7369655941662062	1_1232031_1232265
seed_N	scCNASim-cs_N	0.01	0.005	-1.0	1_1235041_1242446
seed_N	scCNASim-cs_N	0.01	0.02	1.0	1_1246722_1249777
seed_N	scCNASim-cs_N	0.011666666666666667	0.011666666666666667	0.0	1_1251334_1253909
seed_N	scCNASim-cs_N	0.01	0.011666666666666667	0.22239242133644804	1_1273885_1275223
seed_N	scCNASim-cs_N	0.01	0.008333333333333333	-0.26303440583379395	1_1280420_1280436
seed_N	scCNASim-cs_N	0.011666666666666667	0.01	-0.22239242133644802	1_1292029_1292376
seed_N	scCNASim-cs_N	0.01	0.011666666666666667	0.22239242133644804	1_1324691_1324756
seed_N	scCNASim-cs_N	0.01	0.006666666666666667	-0.5849625007211561	1_1328897_1331314
seed_N	scCNASim-cs_N	0.011666666666666667	0.013333333333333334	0.1926450779423958	1_1349350_1352689
seed_N	scCNASim-cs_N	0.03666666666666667	0.03666666666666667	0.0	1_1361777_1373730
seed_N	scCNASim-cs_N	0.021666666666666667	0.03333333333333333	0.62148837674627	1_1375495_1385711
seed_N	scCNASim-cs_N	0.10333333333333333	0.10333333333333333	0.0	1_1399328_1401908
seed_N	scCNASim-cs_N	0.02	0.016666666666666666	-0.26303440583379395	1_1407313_1409096
seed_N	scCNASim-cs_N	0.05333333333333334	0.06	0.16992500144231207	1_1410618_1418420
seed_N	scCNASim-cs_N	0.02	0.015	-0.4150374992788438	1_1422691_1426128
seed_N	scCNASim-cs_N	0.045	0.04833333333333333	0.10309349296410371	1_1427787_1430539
seed_N	scCNASim-cs_N	0.018333333333333333	0.015	-0.289506617194985	1_1434573_1434861
seed_N	scCNASim-cs_N	0.13333333333333333	0.13666666666666666	0.035623909730721215	1_1442882_1449689
seed_N	scCNASim-cs_N	0.13833333333333334	0.125	-0.14622074085104386	1_1470158_1471769
seed_N	scCNASim-cs_N	0.22166666666666668	0.235	0.08426891689760364	1_1497848_1512151
seed_N	scCNASim-cs_N	0.14666666666666667	0.165	0.16992500144231235	1_1534687_1535174
seed_N	scCNASim-cs_N	0.21666666666666667	0.20833333333333334	-0.056583528366367424	1_1540453_1541673
seed_N	scCNASim-cs_N	0.09333333333333334	0.115	0.301169534720565	1_1574869_1574975
seed_N	scCNASim-cs_N	0.10833333333333334	0.13833333333333334	0.35267161831847016	1_1577075_1598012
seed_N	scCNASim-cs_N	0.09833333333333333	0.10333333333333333	0.07155326102503407	1_1600096_1613758
seed_N	scCNASim-cs_N	0.09166666666666666	0.13166666666666665	0.5224210346524432	1_1630610_1632095
seed_N	scCNASim-cs_N	0.105	0.11833333333333333	0.17246719600476557	1_1659012_1659325
seed_N	scCNASim-cs_N	1.0983333333333334	1.1066666666666667	0.010904776338873002	1_1692728_1702730
seed_N	scCNASim-cs_N	0.045	0.04833333333333333	0.10309349296410371	1_1724324_1724838
seed_N	scCNASim-cs_N	0.11	0.115	0.06413033741971556	1_1745999_1751232
seed_N	scCNASim-cs_N	0.011666666666666667	0.016666666666666666	0.514573172829758	1_1780457_1785285
