group	cutoff	label	percent
cs_N	0.9	[0, 0.9)	0.5542653661557517
cs_N	0.99	[0.9, 0.99)	2.7775197398978175
cs_N	1.01	[0.99, 1]	96.66821489394643
rs_N	0.9	[0, 0.9)	0.5542653661557517
rs_N	0.99	[0.9, 0.99)	2.7775197398978175
rs_N	1.01	[0.99, 1]	96.66821489394643
cs_T	0.9	[0, 0.9)	0.594519275429633
cs_T	0.99	[0.9, 0.99)	2.591732466326057
cs_T	1.01	[0.99, 1]	96.81374825824432
rs_T	0.9	[0, 0.9)	0.594519275429633
rs_T	0.99	[0.9, 0.99)	2.591732466326057
rs_T	1.01	[0.99, 1]	96.81374825824432
